customer_id,ownership,activation_plan_code,mnp_flag,calls_incoming_cnt,calls_outgoing_cnt,calls_incoming_duration,calls_outgoing_duration,total_call_count,total_sum_duration,tot_usage_mb,upload_usage_mb,download_usage_mb,days_since_latch,cnt_open_qrc,avg_days_to_close,cnt_call_drops,pcnt_dropped_calls,rsrp_voice_pcnt_poor_duration,rsrp_data_pcnt_poor_duration,mean_cqi_voice_pcnt_poor_duration,sinr_voice_pcnt_poor_duration,sinr_data_pcnt_poor_duration,age_on_network,cnt_connections,current_plan_code,cnt_recharges_made,total_payment_made,cnt_main_plans_taken,total_main_plans_mrp,cnt_addon_plans_taken,total_addon_plans_mrp,cnt_rchg_offline,cnt_rchg_online,cnt_rchg_on_or_before_expiry,cnt_rchg_after_expiry,current_active_plan_mrp,current_active_plan_validity,last_cycle_plan_mrp,last_cycle_plan_validity,avg_days_bw_rchg_and_expiry,stddev_days_bw_rchg_and_expiry,price_per_day,gb_per_day_quota,pcnt_quota_used,device_avg_asp,recharge_delay
10010,corporate,10,0,3.0,41.0,5.789347627503429,74.24188860909096,44.0,80.0312362365944,20542.2512553924,1215.6483649479153,19326.602890444483,2,6,14,1.9841772532797604,4.509493757454001,26.36551493229608,27.532266012344653,81.83504700509211,77.42335889736808,91.91738799471764,574,5,7,60,3763.270917548439,40,2508.8472783656257,20,1254.423639182813,30,30,53.0,7.0,500,120,500,120,-4.035074280122307,0.7028243553431345,4.166666666666667,2.0,33.43465373599023,less_10K,-0.048714081665536035
10011,individual,9,0,6.0,68.0,9.53601519029398,119.61229927984641,74.0,129.1483144701404,3970.168070278829,1869.2423133809266,2100.9257568979024,4,5,6,3.264117816115131,4.410970021777204,62.257204792994756,65.01226803069599,48.031939390064224,32.243855492279025,38.28006195983017,493,8,3,52,3261.5014618753135,19,1191.7024572236721,33,2069.7990046516416,26,26,39.0,13.0,300,90,500,120,-0.1775674487059839,3.1274223180510825,3.3333333333333335,1.5,8.615816124737043,10K_to_20K,12.331291840459778
10012,individual,9,0,116.0,65.0,128.19280895947855,108.5262602076461,181.0,236.71906916712464,6952.309034525708,3028.1917192151286,3924.117315310579,10,2,12,7.7266549184923905,4.268870120714028,55.76019718446445,58.22774885018227,33.690855562774935,48.34425153055918,57.394530391521,457,1,6,48,3010.616734038751,25,1568.029548978516,23,1442.587185060235,24,24,35.0,13.0,128,28,300,90,-0.9028072043787977,0.27965861569919176,4.571428571428571,1.0,22.631214305096705,less_10K,12.593916393111037
10013,individual,6,0,13.0,39.0,18.72787711023081,54.17485626562191,52.0,72.90273337585272,242.87465682231272,209.75760929521718,33.11704752709552,3,5,8,1.1135998655561696,2.141538202992634,73.2823536177154,76.5253119081767,26.61602520637811,73.81812793356795,87.63724027147734,999,4,5,102,6397.5605598323455,48,3010.616734038751,54,3386.9438257935944,51,51,78.0,24.0,128,28,2999,700,-0.6552213674921183,0.8710238593651092,4.571428571428571,1.0,0.7906076068434659,20K_to_30K,-0.5983085015607448
10014,corporate,4,0,285.0,3.0,401.0617165640095,3.0550026256138842,288.0,404.1167191896234,349.8709549510339,289.45730674866786,60.41364820236607,15,3,6,14.104518209131543,4.897402155948452,49.23545394225531,51.41426665315143,26.56977795294604,10.996508147153941,13.05510792019361,376,2,5,40,2508.8472783656257,31,1944.3566407333599,9,564.4906376322658,20,20,31.0,9.0,99,15,128,28,-0.37685500160960417,0.33898579888664465,6.6,0.5,2.2778056962957938,20K_to_30K,-6.027927221331348
10015,individual,3,1,29.0,113.0,47.89658556933201,152.91451528694068,142.0,200.8111008562727,17561.38550696292,2181.290570600056,15380.094936362864,7,6,10,2.8765546724712863,2.0257427270924553,31.30051908636326,32.685658521108785,66.6899279340516,70.65016860100737,83.87622355417814,456,1,3,48,3010.616734038751,30,1881.6354587742194,18,1128.9812752645316,24,24,15.0,33.0,2999,700,300,90,-5.768888384944284,0.5621497401033066,4.284285714285715,4.0,14.29149211178623,less_10K,1.3228656088389066
10016,corporate,4,0,83.0,61.0,141.01962725518956,100.75186152167235,144.0,241.77148877686193,7513.981759253997,945.9999121519103,6567.981847102086,8,5,4,5.947332670568089,4.130092132338951,27.87911057037283,29.112842680377305,27.770628279857657,63.6818376725038,75.60338720668886,257,1,8,28,1756.193094855938,21,1317.1448211419536,7,439.0482737139844,14,14,4.0,24.0,999,180,128,28,-2.3591689147146058,0.1945195810600644,5.55,3.0,8.153192013079423,10K_to_20K,2.9797049214814213
10017,corporate,6,0,55.0,34.0,66.77011921372353,67.79155353970283,89.0,134.56167275342636,2706.7566771075417,1072.3533476277387,1634.4033294798028,5,1,13,1.9840956101488263,2.22932091027958,11.23396069307102,11.731096281187614,47.1840838598829,56.10915393459671,66.61306026645383,347,3,2,37,2320.683732488204,25,1568.029548978516,12,752.654183509688,18,19,14.0,23.0,2999,700,128,28,2.625202173168982,0.8185456693891904,4.284285714285715,4.0,2.202764222906528,10K_to_20K,1.9725147151854552
10018,corporate,10,0,56.0,23.0,83.28074343521637,44.8546253612072,79.0,128.13536879642356,6305.838847109381,2588.421087433528,3717.417759675853,4,4,13,3.3314984441547044,4.217086638170512,40.810471883775364,42.61645451942496,79.057494419383,19.459249641294154,23.10211575470291,504,3,1,53,3324.222643834454,16,1003.5389113462503,37,2320.683732488204,26,27,3.0,50.0,500,120,500,120,-1.6343916054613468,0.5761260470828966,4.166666666666667,2.0,10.263409581883758,10K_to_20K,1.877405610868307
10019,corporate,3,0,218.0,87.0,237.3284818732136,97.61581652998225,305.0,334.94429840319583,24847.658863355104,1506.3809968091964,23341.27786654591,16,10,10,21.040242626809768,6.8984402055114,58.00940455007389,60.57649021426725,55.905066266044834,3.3774089771359987,4.0096763533570385,346,8,10,37,2320.683732488204,24,1505.3083670193755,13,815.3753654688285,18,19,24.0,13.0,99,15,500,120,-0.47184826851525363,2.008215518811341,6.6,0.5,161.76861239163478,20K_to_30K,-20.557227759846512
10020,corporate,8,0,38.0,31.0,63.3114444758616,56.756410137896204,69.0,120.0678546137578,6031.078613636999,7.413960304750958,6023.664653332248,4,3,14,1.969081000661982,2.8537405806695393,82.9073365495161,86.5762284604648,89.02188022253601,65.63526943819335,77.92251089345771,702,8,1,73,4578.646283017267,17,1066.260093305391,56,3512.386189711876,36,37,16.0,57.0,99,15,1500,365,0.8611323093657117,6.375655487256321,6.6,0.5,39.26483472419921,30K_to_50K,-0.7960020127054648
10021,corporate,2,0,12.0,22.0,18.982558677812143,27.71341439228374,34.0,46.69597307009589,10329.572015926486,8710.536380760996,1619.0356351654905,2,5,11,1.4586334999466437,4.290098529254834,14.108493891800155,14.732835973810953,14.770091827095888,46.21806390615518,54.87031010961648,324,4,3,35,2195.2413685699225,26,1630.7507309376567,9,564.4906376322658,17,18,32.0,3.0,1500,365,128,28,-4.840056661173514,2.0939348821646484,4.109589041095891,3.0,11.208302968670232,less_10K,4.619375762077979
10022,corporate,5,0,13.0,28.0,19.973017736816004,44.872211001601485,41.0,64.84522873841749,11193.640183041452,3654.4621308731084,7539.178052168344,2,3,7,1.760084005562702,4.292887818445615,0.3795744366911736,0.39637171469258936,74.80422620066149,76.03750931328946,90.27210063265768,651,5,4,68,4265.040373221564,48,3010.616734038751,20,1254.4236391828126,34,34,66.0,2.0,2999,700,1500,365,-9.976798182110453,2.214899564758573,4.284285714285715,4.0,9.109407701042848,20K_to_30K,-1.3744862269069342
10023,individual,10,1,203.0,18.0,357.2089706079155,23.897031260381674,221.0,381.10600186829714,7298.505649084802,1306.748610256716,5991.757038828086,11,5,11,5.430326391266856,2.457161263016677,68.9511504269818,72.00244031977763,36.28527136208158,15.107546372731369,17.935752483062885,421,4,2,45,2822.453188161329,23,1442.5871850602348,22,1379.866003101094,22,23,14.0,31.0,2999,700,128,28,-0.8307304140144067,3.6885251390886147,4.284285714285715,4.0,5.9395391024453135,50K_above,-6.046918306308989
10024,corporate,4,0,39.0,88.0,67.17871414039062,167.3865019216183,127.0,234.56521606200891,5616.346664378126,15.856960045084378,5600.489704333041,7,2,14,2.4957362080407814,1.9651466205045525,29.264721477822135,30.559770919460185,15.579337377980906,72.36655473012519,85.91392550906242,379,2,4,40,2508.8472783656257,30,1881.6354587742194,10,627.2118195914063,20,20,4.0,36.0,999,180,128,28,1.8262357600823216,0.19991239396453542,5.55,3.0,6.094126154924182,20K_to_30K,1.4538585136034818
10025,corporate,8,0,208.0,4.0,268.9996095759192,7.875640498887196,212.0,276.8752500748064,19615.419468412358,2227.230274062657,17388.1891943497,11,6,5,8.480080008709326,4.0000377399572296,33.52877660209586,35.01252294324103,31.379614246757658,31.448219220946555,37.33547871136014,639,7,1,66,4139.598009303282,17,1066.260093305391,49,3073.3379159978913,33,33,60.0,6.0,999,180,300,90,-0.14569062473565308,1.2668200503515812,5.55,3.0,21.284092305134937,less_10K,-15.635268660195498
10026,individual,6,1,60.0,27.0,94.81976145396077,44.37278752598435,87.0,139.19254897994512,4514.753337000724,637.4464719116298,3877.306865089094,5,5,8,2.781782166685901,3.197450766305633,7.384602038582371,7.711392257789917,10.869529579538483,54.40648335512164,64.59164147876905,713,1,9,74,4641.367464976408,39,2446.126096406485,35,2195.241368569923,37,37,15.0,59.0,999,180,1500,365,4.829963524716164,9.112627549857336,5.55,3.0,4.898820895183078,10K_to_20K,6.266726349415151
10027,individual,7,0,125.0,228.0,135.77964484814453,411.02491657914544,353.0,546.80456142729,12389.839462572287,3077.6343595468434,9312.205103025444,19,4,4,17.20533904901777,4.874033724934213,31.127181106479835,32.504649829093935,45.8492347761008,41.1779016782547,48.88660501523575,378,1,8,40,2508.8472783656257,27,1693.4719128967974,13,815.3753654688282,20,20,13.0,27.0,300,90,999,180,-1.1255756603243612,2.699424642237722,3.3333333333333335,1.5,26.88767244481833,30K_to_50K,-2.717452098934589
10028,individual,1,0,11.0,38.0,20.864399493510177,62.31826390061534,49.0,83.18266339412551,1335.4491778695221,47.06195200510455,1288.3872258644176,3,1,12,1.5754226509077167,3.2151482671586056,2.1659364270579156,2.2617854431714157,86.66431918455861,81.12768830983973,96.31518587788304,723,7,1,75,4704.088646935548,43,2697.010824243048,32,2007.0778226925004,37,38,44.0,31.0,99,15,1500,365,2.762400009431082,0.31588555127784534,6.6,0.5,8.694330585088036,50K_above,-1.379372432828391
10029,corporate,7,0,20.0,15.0,30.106520412737243,27.013397485251716,35.0,57.119917897988955,3599.604212951281,827.4786253611269,2772.1255875901543,2,5,6,1.2734273793451556,3.6383639409861592,85.2449542473728,89.01729257234827,52.711954130990755,58.193395247040044,69.08748168292102,473,5,3,50,3136.059097957032,22,1379.866003101094,28,1756.193094855938,25,25,20.0,30.0,128,28,500,120,0.9320045231826488,9.08738458184506,4.571428571428571,1.0,11.717461630700786,30K_to_50K,9.16251460247957
10030,corporate,3,0,83.0,19.0,110.41492164589465,26.310166124968497,102.0,136.72508777086315,6005.556196973905,728.3553437989826,5277.200853174922,5,6,14,3.097819943691996,3.0370783761686235,35.254039670525714,36.81413394394634,93.89799425249673,76.89864892613329,91.2944497665452,529,8,6,55,3449.6650077527356,21,1317.1448211419536,34,2132.520186610782,27,28,49.0,6.0,999,180,1500,365,2.2899757846417614,1.023094015278611,5.55,3.0,6.516445526230365,30K_to_50K,-1.7292785065880683
10031,individual,1,0,46.0,55.0,56.122450633832315,90.58648681655221,101.0,146.70893745038452,7910.40503365318,1538.950242917005,6371.454790736175,5,3,11,2.4786472706885534,2.454106208602528,44.033319155756146,45.98192220087133,35.74668885107474,20.29163839228393,24.0903317256554,601,5,2,63,3951.4344634258605,21,1317.1448211419536,42,2634.2896422839067,31,32,32.0,31.0,999,180,1500,365,-0.819793923520102,3.7139947595386524,5.55,3.0,8.583338795196594,30K_to_50K,-1.7656256868979354
10032,corporate,5,1,21.0,41.0,28.62956747939747,49.731784359556194,62.0,78.36135183895367,23939.1705851054,5554.900772802137,18384.269812303264,4,3,5,0.6806750652546928,1.097863008475311,10.075403925478826,10.521269991139404,78.74847608160978,74.19264928033047,88.08187383469317,304,2,5,33,2069.799004651641,17,1066.260093305391,16,1003.5389113462502,16,17,1.0,32.0,300,90,128,28,2.247175332741335,1.3963476694836248,3.3333333333333335,1.5,51.951325054482204,10K_to_20K,1.6707163927362014
10033,corporate,3,1,255.0,38.0,368.24468157194616,69.35347329457326,293.0,437.5981548665194,27303.088604057957,1466.7096460249109,25836.378958033045,15,5,6,3.9147420908379407,1.336089450797932,6.061858895692025,6.330113865557497,12.350636571621843,20.95838792602218,24.881900012807034,534,7,6,56,3512.386189711876,20,1254.4236391828128,36,2257.9625505290633,28,28,25.0,31.0,128,28,999,180,-0.2708116078924032,0.5208705810354707,4.571428571428571,1.0,88.87724154966783,30K_to_50K,-22.67919710938836
10034,individual,4,0,129.0,43.0,160.03951459436323,72.28177307026615,172.0,232.32128766462938,29383.64728764749,720.7409577434161,28662.906329904075,9,5,11,4.034757737980175,2.3457893825466134,48.8957264842337,51.05950526237384,13.066985249144626,36.114607768830865,42.875437876120294,393,8,8,42,2634.289642283907,16,1003.5389113462503,26,1630.750730937657,21,21,31.0,11.0,1500,365,300,90,0.5295954007405199,5.763571870436088,4.109589041095891,3.0,31.88329783815917,10K_to_20K,-10.80552738415701
10035,individual,2,0,40.0,11.0,48.18441130127404,15.403775811655464,51.0,63.5881871129295,32601.188636845643,633.0508917970074,31968.137745048636,3,9,9,2.359065828574076,4.625619271713875,57.835279700781165,60.39465983157238,43.06356860450528,48.804041939892805,57.9403958002666,257,4,8,28,1756.193094855938,10,627.2118195914064,18,1128.9812752645316,14,14,10.0,18.0,128,28,500,120,2.3822804593305813,0.957788478110958,4.571428571428571,1.0,106.12366092723191,less_10K,0.5031860455934543
10036,individual,10,0,126.0,18.0,236.244309785383,28.218711866522796,144.0,264.4630216519058,14415.882822919359,853.2652976898445,13562.617525229514,7,6,5,1.813524849204681,1.2593922563921396,43.76725029847155,45.70407901915571,46.250479133639644,6.462279189338771,7.672049263117586,487,1,3,51,3198.7802799161727,12,752.6541835096878,39,2446.126096406485,25,26,33.0,18.0,2999,700,500,120,1.794034720124781,0.47018372407739806,4.284285714285715,4.0,11.731675474380987,10K_to_20K,-3.4790955357401065
10037,individual,8,0,11.0,17.0,13.271131898949427,18.000598573544018,28.0,31.271730472493445,2709.9582875022033,1990.422348706822,719.5359387953815,1,1,4,0.9653602648271534,3.447715231525548,42.57245124004057,44.45640661099326,87.53632064229312,4.917017308311914,5.837506847306417,331,1,1,36,2257.9625505290633,18,1128.9812752645316,18,1128.9812752645316,18,18,35.0,1.0,300,90,500,120,-2.5777752475243503,4.622107323786932,3.3333333333333335,1.5,5.880985866975268,30K_to_50K,10.412751296987631
10038,individual,3,0,3.0,2.0,5.112647774764913,2.3106329738868308,5.0,7.423280748651743,24639.032797195876,1329.240196452241,23309.792600743636,0,6,4,0.1893295242617413,3.7865904852348256,33.46155292023091,34.942324417015094,4.686137423591974,38.18890738735458,45.33805646524509,908,1,4,93,5833.06992220008,24,1505.3083670193755,69,4327.761555180705,46,47,21.0,72.0,999,180,2999,700,-0.19417285418982602,1.1497133346701456,5.55,3.0,26.73506162890177,20K_to_30K,-2.120383196524605
10039,individual,5,1,99.0,113.0,138.47649412992462,191.9542167564182,212.0,330.4307108863428,9204.649188826803,579.7931814563996,8624.856007370403,11,1,13,2.4087117180055806,1.1361847726441419,55.57167030458633,58.03087910496354,9.635709416412263,17.951580321975683,21.312203410868413,614,8,4,64,4014.155645385001,23,1442.5871850602348,41,2571.5684603247664,32,32,12.0,52.0,99,15,500,120,0.4344695889658093,0.055184339920442554,6.6,0.5,59.926101489757826,50K_above,-15.457120282014413
10040,corporate,1,1,80.0,46.0,111.43928726095616,73.58966105066933,126.0,185.0289483116255,2802.8648456415353,2272.7204065133255,530.1444391282098,7,7,14,5.563384857648802,4.415384807657779,41.73399526424974,43.580846508169856,85.65973746983352,30.71817782309751,36.46877001550972,674,8,1,70,4390.482737139845,45,2822.453188161329,25,1568.0295489785162,35,35,52.0,18.0,1500,365,500,120,-5.421773142849626,2.5797847054289753,4.109589041095891,3.0,3.0413030009131243,less_10K,-6.316270971630951
10041,corporate,10,0,107.0,138.0,204.22341165104288,266.237464817025,245.0,470.4608764680679,5856.340633559294,951.5640218167681,4904.776611742525,13,6,5,11.333582030984983,4.625951849381625,47.014161080058564,49.094675090825845,40.78228749197103,8.31199487987325,9.868040721356353,429,7,8,45,2822.453188161329,15,940.8177293871097,30,1881.6354587742192,22,23,34.0,11.0,1500,365,999,180,1.2565230582507874,0.30788173816154674,4.109589041095891,3.0,6.354536277733608,30K_to_50K,-9.629158029679553
10042,corporate,4,0,31.0,82.0,60.3132946662816,128.62339074085222,113.0,188.9366854071338,12259.490496855607,298.38896063905565,11961.101536216553,6,2,9,1.574517775496037,1.3933785623858737,51.33545536931909,53.60719927990625,56.93375394184,10.66753516098725,12.664549592062324,561,3,1,59,3700.549735589298,24,1505.3083670193755,35,2195.2413685699225,29,30,32.0,27.0,500,120,1500,365,-0.9984095719244404,1.8326623461481124,4.166666666666667,2.0,19.95359781389259,50K_above,-1.0928529453310083
10043,individual,5,1,12.0,16.0,20.169011664483726,21.739232014758215,28.0,41.90824367924194,4769.313697344968,59.35412403843982,4709.959573306528,2,2,13,0.5630731645854118,2.010975587805042,48.52202387409042,50.66926521971232,12.184077412261896,72.06730922136337,85.55865978659489,563,8,1,59,3700.549735589298,15,940.8177293871097,44,2759.732006202188,29,30,1.0,58.0,1500,365,1500,365,-0.49884147189913763,1.5705096984712583,4.109589041095891,3.0,5.175036563959384,10K_to_20K,-1.3755096573842849
10044,individual,3,0,45.0,9.0,72.73292050147751,14.891518491633688,54.0,87.6244389931112,6525.579704491383,2857.031016226413,3668.54868826497,3,5,12,0.5543569247966071,1.0265868977714947,89.24862806759057,93.19814065849245,44.83382344761727,40.683817045645284,48.30002533793205,399,1,7,42,2634.289642283907,13,815.3753654688284,29,1818.9142768150787,21,21,23.0,19.0,999,180,99,15,7.198619596375107,1.4456952905819889,5.55,3.0,7.0807071446304075,30K_to_50K,5.983962870643692
10045,corporate,10,1,65.0,57.0,73.7532202193673,104.6610897992792,122.0,178.4143100186465,21587.32971539423,1252.5591256010457,20334.770589793185,6,1,6,2.678139474796158,2.195196290816523,76.44496696313199,79.82788013579516,79.97049375159129,61.527707464712776,73.04599335397396,317,7,1,34,2132.520186610782,26,1630.7507309376567,8,501.7694556731251,17,17,31.0,3.0,1500,365,99,15,0.0016171445494161663,9.12661363240977,4.109589041095891,3.0,23.42375186132186,50K_above,0.0266717756952759
10046,corporate,10,1,24.0,117.0,28.410768510827133,202.5144839881803,141.0,230.92525249900743,12196.372930965006,315.9194310610845,11880.453499903922,8,0,,1.955047633291979,1.3865586051716163,62.248217076277264,65.00288258125019,27.532040950700242,33.64502831975448,39.943541150928596,503,5,3,53,3324.222643834454,32,2007.0778226925006,21,1317.1448211419536,26,27,46.0,7.0,999,180,999,180,-3.6376751134969023,10.657147645290058,5.55,3.0,13.23391160043946,10K_to_20K,2.358577415143216
10047,individual,6,0,13.0,29.0,16.65642483840955,41.80477408977203,42.0,58.46119892818158,4026.6265134863293,137.41168074053132,3889.214832745798,3,3,10,0.6080233863188288,1.4476747293305448,58.37873067878754,60.9621601034071,60.11212226242916,58.87239205544162,69.89358999408013,532,7,10,56,3512.386189711876,24,1505.3083670193755,32,2007.0778226925004,28,28,54.0,2.0,99,15,300,90,0.2272650762575753,4.8686061322446,6.6,0.5,26.21501636384329,10K_to_20K,1.9998324716813238
10048,individual,6,0,97.0,42.0,115.26557598147863,48.15723728743911,139.0,163.42281326891774,10761.184863582053,633.9263245920923,10127.258538989961,7,2,10,7.486542896906611,5.386002084105476,65.13860826367342,68.02118202487867,0.2528438527713339,75.05054874581971,89.10037624989278,1170,5,8,120,7526.541835096878,72,4515.9251010581265,48,3010.616734038751,60,60,74.0,46.0,2999,700,2999,700,1.0490718392599072,1.8608585905607407,4.284285714285715,4.0,8.757474661118207,10K_to_20K,-10.223833564361907
10049,individual,4,0,212.0,12.0,262.0244224183933,15.978034212116624,224.0,278.0024566305099,16612.66288295608,2464.901974211795,14147.760908744285,12,2,8,14.751255146778899,6.585381761954865,31.274411776898134,32.65839588691005,92.62126198965328,43.77304957251401,51.9675772088668,280,3,10,31,1944.3566407333599,9,564.4906376322658,22,1379.866003101094,15,16,7.0,24.0,2999,700,999,180,-5.581878088572211,9.592249698253909,4.284285714285715,4.0,13.519419663863998,10K_to_20K,0.34583131701875214
10050,individual,7,0,4.0,1.0,5.152461815347676,1.4583737525854468,5.0,6.6108355679331225,32140.53923883834,3829.4161623324644,28311.123076505875,1,2,4,0.07554622058443894,1.5109244116887788,3.392300641189835,3.5424198574130483,67.60135338588472,65.11308844092044,77.30257507546476,367,6,5,39,2446.126096406485,15,940.8177293871097,24,1505.3083670193753,19,20,32.0,7.0,300,90,500,120,2.966167032711413,0.69410682951831,3.3333333333333335,1.5,69.74943411206237,20K_to_30K,-3.345487481049797
10051,individual,9,0,133.0,32.0,163.52833618781446,39.64255530368168,165.0,203.17089149149615,3471.0482275605764,2684.965624822893,786.0826027376831,9,3,8,4.09477950638648,2.4816845493251396,21.279619848233203,22.22130520900484,69.58390061631403,23.51008619904626,27.911288604923236,201,6,3,23,1442.5871850602348,17,1066.260093305391,6,376.3270917548439,11,12,22.0,1.0,300,90,99,15,-6.399799595944014,0.7754649446212505,3.3333333333333335,1.5,7.532656743838057,20K_to_30K,8.38485624029158
10052,corporate,10,0,55.0,35.0,60.10493873866808,64.6216656556007,90.0,124.72660439426878,12748.056635951601,3620.810533191968,9127.246102759635,5,5,14,2.026774081580913,2.2519712017565703,54.4401043426463,56.8492380425891,38.62758383305721,24.957782887919418,29.630001150399554,351,5,4,38,2383.4049144473443,18,1128.9812752645316,20,1254.4236391828126,19,19,23.0,15.0,1500,365,300,90,-0.901171982835257,1.8973856970383138,4.109589041095891,3.0,13.83252673171832,30K_to_50K,-1.8314165762770842
